treat,village_code,female,bl_has_children,bl_own_livestock,bl_emp_self,bl_emp_wage,el_health_index
0,20401017,0,1,1,1,0,-1.379331
0,20401017,0,1,1,1,0,.1117854
0,20401017,0,1,1,0,0,.2370525
0,20401017,0,0,0,0,0,-.0985202
0,20401017,0,1,1,0,0,-.0301657
1,20401018,1,1,1,0,1,1.077942
1,20401018,1,1,0,0,1,1.136443
1,20401018,1,0,0,0,0,-.4925345
1,20401018,1,1,1,0,0,.1917241
1,20401018,1,1,0,0,0,1.136443
1,20401018,1,1,0,0,0,1.136443
1,20401018,1,0,0,0,0,.1759683
1,20401018,1,1,0,0,0,.5206721
0,20402006,1,1,0,0,0,.6259008
0,20402006,1,1,1,0,0,.0447291
0,20402006,1,0,0,0,0,.1087131
0,20402006,0,1,0,0,0,.1117854
0,20402006,0,1,0,0,1,1.013759
0,20402006,1,1,0,0,0,-.5195315
0,20402006,1,1,0,0,1,.8616591
1,20402007,1,1,0,0,0,1.136443
1,20402007,0,0,0,0,0,.517567
1,20402007,1,1,0,1,1,.0696852
1,20402007,1,1,1,0,0,-1.952173
1,20402007,1,1,0,1,0,1.136443
1,20402010,1,1,0,0,0,.5913263
1,20402010,1,1,0,1,0,1.136443
1,20402010,1,0,0,0,0,.4779273
1,20402010,0,1,0,0,0,1.123759
1,20402010,0,1,0,1,0,-1.409696
1,20402010,0,0,0,0,0,1.123759
0,20402011,1,1,0,0,0,1.026443
0,20402011,1,1,0,1,0,1.026443
0,20402011,1,1,0,1,0,-.1910263
0,20402011,1,1,1,1,0,.6842591
0,20402011,0,1,0,0,0,1.013759
0,20402012,0,1,1,0,0,.8585539
0,20402012,1,1,0,0,0,-.1673034
0,20402012,1,1,0,1,0,.1244689
0,20402012,0,0,0,0,0,.1117854
0,20402012,1,1,0,0,0,.1244689
0,20402012,0,1,0,0,0,.1117854
0,20402012,1,1,0,0,0,.9184762
0,20402014,0,0,1,0,1,.1117854
0,20402014,1,1,1,0,0,.1087131
0,20402014,1,1,0,0,0,.0817241
0,20402014,1,1,0,0,0,.1244689
0,20402014,1,1,0,0,0,-.2371083
0,20402014,1,1,1,1,0,.1244689
0,20402014,1,1,1,0,0,-.0403148
1,20403005,1,1,1,0,0,.2344689
1,20403005,0,1,1,0,0,1.123759
1,20403005,0,1,0,0,0,-.3525168
1,20403005,0,1,0,0,0,1.123759
1,20403005,0,1,1,0,1,-.8035039
0,20403006,1,0,0,1,0,.1244689
0,20403006,0,0,0,0,1,.1117854
0,20403006,1,1,1,0,0,1.026443
0,20403006,0,0,0,1,0,.0969454
0,20403006,1,1,0,1,0,.8182938
0,20403006,1,0,1,0,1,-.1943635
0,20403006,1,1,0,0,0,.1087131
1,20403007,0,1,0,1,0,.06658
1,20403007,1,0,0,1,0,-3.151762
1,20403007,1,1,1,1,1,.0111845
1,20403007,0,1,0,0,1,.0263198
1,20403007,1,1,1,0,1,-3.191536
1,20403007,1,0,1,0,1,-.0810263
1,20403008,0,1,0,1,1,.0114798
1,20403008,1,1,0,0,0,-1.300308
1,20403008,0,1,0,0,0,.9532448
1,20403008,1,1,0,1,0,.2344689
1,20403008,1,1,0,0,0,.2344689
1,20403008,0,1,0,0,1,-2.145328
1,20403008,0,1,0,0,1,.06658
0,20403009,0,1,0,0,1,.2370525
0,20403009,1,1,0,0,0,-2.1141
0,20403009,1,1,0,0,1,.1244689
0,20403009,0,1,1,0,0,-.05826
1,20403010,0,1,0,0,0,.1767644
1,20403010,1,1,0,1,1,.2344689
1,20403010,0,1,0,0,0,.4624668
1,20403010,1,1,0,0,0,.8949378
1,20403010,1,1,0,0,0,-1.449336
1,20403011,1,1,0,0,0,.1917241
1,20403011,1,1,0,0,0,1.136443
1,20403011,0,1,0,0,1,.8195177
1,20403011,1,1,0,0,0,-.950171
1,20403011,1,1,0,0,0,.0111845
1,20403011,0,0,0,0,0,-.9686667
1,20403011,0,0,0,0,0,1.123759
1,20403012,1,0,0,1,0,-.1961558
1,20403012,1,1,0,1,0,.0111845
1,20403012,0,1,0,1,0,.6727723
1,20403012,0,0,0,0,1,.1666852
1,20403012,0,0,0,1,0,.6727723
1,20403012,1,0,0,0,0,-1.70855
1,20403012,1,1,0,0,0,-.3265328
1,20403013,1,1,0,0,0,.6854559
1,20403013,0,1,0,0,1,1.083499
1,20403013,1,1,0,1,0,.2344689
1,20403013,1,1,0,0,0,-.1923302
1,20403013,1,1,0,0,0,.9716591
1,20403013,1,1,0,0,0,.3923709
1,20403014,1,1,0,0,0,1.192254
1,20403014,0,1,0,1,0,.2217854
1,20403014,0,1,1,0,0,1.123759
1,20403014,1,1,0,1,0,-.3244847
1,20403014,1,1,1,0,0,1.136443
1,20403014,0,0,0,1,0,1.123759
1,20403014,1,1,0,1,0,-.1504596
1,20403014,1,1,0,1,0,-2.716649
0,20403015,1,1,0,0,0,1.026443
0,20403015,1,1,0,0,0,-.0988155
0,20403015,0,1,1,0,1,-.04342
0,20403015,0,1,1,1,0,.8182938
0,20403015,1,1,0,0,0,.570408
0,20403015,1,1,0,0,1,.983698
0,20403015,1,1,1,0,0,-.4498333
0,20403016,1,1,0,0,0,-.5428568
0,20403016,1,1,0,0,0,-1.351807
0,20403016,1,1,0,1,0,.1087131
0,20403016,1,1,0,0,1,.5754559
0,20404005,1,1,0,0,0,.1087131
0,20404005,0,0,1,0,1,.0969454
0,20404005,0,1,0,0,1,-.04342
0,20404005,0,1,0,0,0,1.013759
0,20404005,0,1,0,1,0,-.0983429
0,20404005,1,1,0,0,0,-.0403148
0,20404006,1,1,1,0,0,-2.093588
0,20404006,1,0,0,0,0,.0165023
0,20404006,0,1,0,0,0,1.013759
0,20404006,0,0,0,0,0,-1.396492
1,20404009,1,1,0,1,0,.2344689
1,20404009,1,1,0,0,0,.7906215
1,20404009,0,1,0,0,1,-1.409696
1,20404009,1,1,0,0,0,-.1453658
1,20404009,1,1,0,0,0,-.0843635
1,20404009,1,1,0,0,0,.0194179
1,20404009,1,1,0,0,0,1.136443
1,20404010,1,1,0,0,0,.0696852
1,20404010,1,1,1,0,1,1.136443
1,20404010,1,1,0,0,0,-.3262153
0,20404013,1,1,1,1,0,-.6295947
0,20404013,0,1,0,0,1,.0715252
0,20404013,0,1,0,0,1,.8585539
0,20404013,1,1,1,0,0,1.026443
0,20404013,1,1,0,1,0,-.0988155
0,20404014,1,1,0,0,0,1.026443
0,20404014,1,1,0,0,0,-.15681
0,20404014,1,1,0,1,0,1.026443
0,20404014,0,0,0,0,0,1.026443
0,20404014,1,1,1,1,0,1.026443
0,20404014,0,0,1,1,0,-1.514814
0,20404014,0,1,1,0,0,.5225121
0,20404015,1,0,0,0,0,-.04342
0,20404015,1,0,0,1,0,-3.844027
0,20404015,1,1,0,0,0,-.1640373
0,20404015,1,1,0,0,0,1.013759
0,20404015,1,1,1,1,0,1.026443
1,30101005,0,1,1,0,0,-.4542078
1,30101005,1,1,0,0,0,-.3398333
1,30101005,1,1,0,0,0,-.6572317
1,30101005,1,1,1,0,0,.6854559
1,30101005,1,1,0,0,0,.0696852
0,30101006,1,1,0,0,0,-.5498024
0,30101006,1,1,0,0,1,-.3570508
0,30101006,1,0,0,0,0,-1.526747
0,30101006,1,1,1,1,0,-2.510511
0,30101006,1,1,1,1,0,.407567
0,30101006,1,1,0,0,0,-.5992684
1,30101007,0,1,0,1,0,1.123759
1,30101007,1,1,1,0,0,.2344689
1,30101007,0,1,1,1,0,.517567
1,30101007,1,1,0,0,0,-.1039345
1,30101007,1,1,0,1,0,-.216518
1,30101007,1,1,0,0,0,.0696852
1,30102004,1,1,0,0,1,-1.038493
1,30102004,1,1,1,1,0,-1.6796
1,30102004,1,1,0,1,0,-2.305952
1,30102004,1,1,0,0,1,1.136443
1,30102004,0,1,0,0,1,1.123759
1,30102004,1,1,1,0,0,.1917241
0,30102005,1,1,0,0,0,1.026443
0,30102005,0,1,1,0,1,.4124495
0,30102005,1,1,0,0,0,-.3850187
0,30102005,0,1,1,0,0,-.3156254
0,30102005,1,1,0,0,0,-.5551833
0,30102005,1,1,0,1,0,1.026443
1,30102006,1,1,1,1,0,.0961761
1,30102006,1,1,0,1,0,.0961761
1,30102006,1,1,0,1,0,.6854559
1,30102006,1,1,0,1,0,1.136443
1,30102006,1,1,1,0,0,.6854559
1,30102006,0,1,1,0,0,1.123759
0,30102009,0,1,0,1,0,1.013759
0,30102009,1,0,0,0,0,-.369322
0,30102009,0,1,0,0,1,1.013759
0,30102009,0,0,0,0,0,-.3086485
0,30102009,1,1,0,0,0,-.2369201
0,30102009,1,1,0,0,1,1.026443
0,30103004,1,1,0,1,0,.3944182
0,30103004,1,1,0,0,1,-.4911439
0,30103004,0,1,1,0,1,1.013759
0,30103004,1,1,0,1,0,-.2710848
0,30103004,1,1,0,1,0,-.7830741
0,30103004,0,1,0,1,0,.1117854
0,30103004,1,1,0,0,0,-.0403148
0,30103005,1,1,1,0,0,-.0988155
0,30103005,1,1,0,0,0,.1244689
0,30103005,1,0,1,0,0,-.5415691
0,30103005,0,1,1,1,0,.8034537
0,30103005,1,1,1,1,0,.1244689
0,30103005,1,1,0,0,0,.1117854
0,30103006,0,1,1,0,1,-.3392015
0,30103006,1,1,0,0,0,1.026443
0,30103006,1,1,0,0,1,-.3293192
0,30103006,1,1,0,1,0,1.026443
0,30103006,0,1,1,0,1,1.013759
0,30103006,1,0,0,0,0,-.0830596
0,30103006,1,1,0,0,0,.1244689
1,30103007,1,0,0,0,1,-.0880138
1,30103007,1,1,0,0,0,1.136443
1,30103007,0,1,0,0,1,1.022068
1,30103007,1,1,0,1,0,-1.162
1,30103007,1,1,0,0,0,1.136443
1,30103010,1,1,0,0,0,.9716591
1,30103010,0,0,0,1,0,.2217854
1,30103010,1,1,1,0,0,.6697001
1,30103010,1,0,1,0,0,-.7908203
1,30103010,1,1,0,1,0,-1.092608
1,30103010,1,0,0,0,0,1.136443
1,30103010,0,1,0,0,0,1.123759
0,30104004,1,1,0,0,0,.1244689
0,30104004,0,1,0,0,0,.9989194
0,30104004,1,1,1,0,0,-.0403148
0,30104004,1,0,0,0,0,-.5855608
0,30104004,0,1,1,1,1,-1.559957
0,30104004,1,1,0,1,0,.5754559
0,30104006,1,1,1,0,0,-1.502519
0,30104006,1,0,0,0,0,-.3422739
0,30104006,1,1,0,0,1,-1.532347
0,30104006,0,1,1,1,0,1.013759
0,30104006,1,1,0,1,0,.3679273
0,30104006,1,1,0,0,0,1.013759
0,30104009,1,1,0,1,0,.8211583
0,30104009,1,1,0,0,0,-.0830596
0,30104009,0,1,0,1,0,.4493358
0,30104009,0,1,0,0,0,.5479323
0,30104009,0,1,0,0,0,.1117854
0,30104009,1,1,0,1,0,-2.746128
0,30104009,0,0,1,0,0,.0969454
0,30105005,0,0,0,0,0,-3.447604
0,30105005,1,1,0,0,0,-.3061558
0,30105005,1,1,1,1,0,.5327111
0,30105005,0,1,0,0,0,.1117854
0,30105005,1,0,0,1,0,-1.587566
0,30105005,1,1,1,1,0,.8031585
0,30105005,1,1,0,0,0,-.6038473
0,30105005,0,0,1,1,0,-.04342
0,30105007,1,0,0,0,0,-.3850187
0,30105007,1,1,0,0,0,-1.516591
0,30105007,1,1,0,1,0,-.5139502
0,30105007,1,1,1,0,0,.863903
0,30105007,0,1,1,0,0,.5627723
0,30105007,1,1,1,0,1,.8454052
0,30105007,1,1,0,0,1,.8616591
1,30105011,1,1,1,0,0,-.4781262
1,30105011,1,1,1,0,0,-.7593907
1,30105011,1,1,0,0,0,-.5191735
1,30105011,1,1,1,0,0,.2187131
1,30105011,1,1,1,0,1,.4704049
1,30105011,1,1,0,0,0,-1.241807
1,30105012,1,1,0,0,0,.3836684
1,30105012,1,1,0,1,0,.6854559
1,30105012,1,1,1,0,0,-.8322887
1,30105012,1,1,0,0,0,.5484522
1,30105012,1,1,0,0,0,1.136443
1,30105012,1,1,0,0,0,.2344689
1,30201005,1,1,1,0,0,.06658
1,30201005,1,0,0,1,0,-1.927379
1,30201005,1,1,1,0,1,-.2193192
1,30201005,0,1,1,1,0,-.8035039
1,30201005,0,1,1,0,0,-.0819525
1,30201005,1,1,0,0,0,.9716591
1,30201005,1,1,0,0,0,.0696852
0,30201006,1,1,0,0,0,-.4498333
0,30201006,1,1,1,0,0,-2.164371
0,30201006,0,0,0,1,0,.1117854
0,30201006,1,1,0,0,0,-.7766632
0,30201006,1,1,0,0,0,-.6935275
0,30201006,0,0,0,1,0,-.5493298
0,30201007,0,1,0,1,0,.1117854
0,30201007,0,1,0,1,0,1.013759
0,30201007,1,1,0,0,0,1.026443
0,30201007,1,1,0,0,0,-.0138239
0,30201007,1,1,1,0,0,-.2369201
0,30201007,1,0,0,0,0,.8616591
0,30201007,1,1,1,0,0,1.026443
1,30201008,1,1,1,0,0,.1265023
1,30201008,0,1,0,0,1,1.123759
1,30201008,0,1,0,1,0,.1815252
1,30201008,1,1,0,0,0,.1815252
1,30201008,1,1,0,0,0,.0696852
1,30201008,0,1,0,0,0,-.4872326
1,30201008,1,1,0,0,0,.5049163
1,30201011,1,1,1,0,0,.3823792
1,30201011,1,1,0,1,0,.9716591
1,30201011,0,1,0,0,0,.9360486
1,30202009,1,1,0,0,0,1.136443
1,30202009,0,1,0,0,0,-.5747557
1,30202009,0,1,0,0,0,-.293136
1,30202009,1,1,0,0,0,.0696852
1,30202009,1,1,0,0,0,.6854559
1,30202009,1,1,0,0,0,.1917241
1,30202010,1,1,0,1,0,-.1271083
1,30202010,0,1,0,0,0,.0114798
1,30202010,0,1,0,0,0,1.123759
1,30202010,1,1,0,1,0,.0696852
1,30202010,0,0,0,0,0,.6727723
1,30202010,0,1,0,0,0,.2069454
1,30202011,1,1,0,1,0,.2344689
1,30202011,1,1,0,0,0,.0111845
1,30202011,1,1,0,0,0,-.3457325
1,30202011,1,1,0,0,1,.6854559
1,30202011,0,1,0,0,0,-.4239359
1,30202011,1,1,0,0,0,.0837574
1,30202011,1,1,0,0,1,-.9112474
1,30202011,1,1,0,0,0,.2344689
1,30202013,1,1,0,0,0,.2344689
1,30202013,1,1,0,0,0,-.6856548
1,30202013,1,0,0,0,0,.2187131
1,30202013,1,1,0,0,0,1.136443
1,30202013,1,1,0,0,0,-.6586658
1,30202013,1,1,0,0,0,.6427111
1,30202013,1,1,0,1,0,.7253996
0,30203007,1,1,0,0,0,-1.697629
0,30203007,1,1,1,0,1,-.4364035
0,30203007,1,1,1,0,0,-.0403148
0,30203007,1,1,0,0,0,-1.683058
0,30203007,1,1,1,0,0,-.5434574
1,30203008,1,1,0,0,0,.6854559
1,30203008,0,0,0,0,1,.06658
1,30203008,1,1,0,0,0,-.5050243
1,30203008,1,1,0,0,0,.9289143
1,30203008,1,1,1,1,0,.0269404
1,30203008,1,1,1,0,0,.2344689
1,30203008,1,1,0,0,0,.6854559
1,30203008,1,1,0,0,0,.0414555
0,30203009,1,1,0,0,0,.3523597
0,30203009,1,1,0,0,0,.6806214
0,30203009,1,1,1,0,0,1.026443
0,30203009,1,1,0,0,0,.8616591
0,30203009,1,1,0,0,0,-.716325
