treat,village_code,female,bl_has_children,bl_own_livestock,bl_emp_self,bl_emp_wage,el_health_index
0,10201012,1,0,0,0,0,.0817241
0,10201012,1,1,0,1,0,-.04342
0,10201012,1,0,0,0,0,-.6434185
0,10201012,1,1,0,0,0,1.026443
0,10201012,0,1,1,1,0,1.013759
0,10201012,0,1,1,0,1,.6484257
1,10201014,0,1,0,1,0,.2217854
1,10201014,1,1,0,0,0,.2344689
1,10201014,1,1,0,0,0,.4980237
1,10201014,1,1,0,0,0,.2187131
1,10201014,0,0,0,1,0,1.123759
1,10201014,1,1,0,0,0,.0961761
1,10201014,1,1,0,0,0,.2344689
1,10201014,0,1,0,0,0,-1.269331
1,10202004,1,1,1,0,0,-.0702913
1,10202004,1,1,0,1,0,.6854559
1,10202004,1,1,0,0,0,.2344689
1,10202004,1,1,1,0,0,.6854559
1,10202004,0,1,0,0,0,.06658
1,10202004,1,1,1,0,0,.5347444
1,10202004,1,1,0,0,0,.8548461
1,10202004,1,1,1,0,1,-.0686077
0,10202005,0,1,1,0,0,1.013759
0,10202005,1,1,0,0,0,-.0403148
0,10202005,0,1,0,1,0,.0969454
0,10202005,0,1,1,0,0,.1117854
0,10202005,0,1,0,0,0,-.0587291
0,10202005,1,0,1,0,0,-1.624558
0,10202005,1,0,0,0,0,-.3265181
0,10202005,1,1,0,0,0,-.7860045
0,10202006,1,0,0,0,0,-.3604945
0,10202006,1,1,1,0,0,1.026443
0,10202006,1,1,0,0,0,1.026443
0,10202006,0,1,0,0,0,-1.661647
0,10202006,0,1,0,1,0,-.0836802
0,10202006,0,1,0,0,0,1.013759
0,10202006,1,1,0,0,1,1.010687
0,10202006,1,1,0,0,0,-.1910263
0,10202007,1,1,0,1,0,-.0497257
0,10202007,1,1,1,0,0,.5169553
0,10202007,1,1,0,0,0,-1.667302
0,10202007,1,1,1,0,0,.0817241
0,10202007,1,0,1,1,0,-.7859333
0,10202007,0,1,0,1,0,-.04342
0,10202008,1,1,0,0,0,-2.061837
0,10202008,0,1,0,0,0,.8686651
0,10202008,1,1,0,0,0,.8616591
0,10202008,0,1,0,0,0,1.013759
0,10202008,0,1,1,0,0,-.5722815
0,10202008,1,1,0,1,0,-.6420133
0,10202008,0,0,0,0,0,-1.419591
0,10202008,1,1,1,0,0,-.04342
0,10202010,0,1,0,0,0,1.013759
0,10202010,1,1,0,1,0,.6951918
0,10202010,1,0,0,0,0,-.6146171
0,10202010,1,1,1,1,0,-3.24372
0,10202010,1,1,0,0,0,-.04342
0,10202010,1,1,0,0,0,-.1910263
0,10202010,0,1,0,0,0,1.013759
0,10202010,1,1,0,0,0,-.3718242
0,10202014,1,1,0,0,0,.3679273
0,10202014,0,1,0,1,0,-1.519696
0,10202014,0,1,0,0,0,-.6088244
0,10202014,0,1,0,0,0,-.0735691
0,10202014,1,1,0,0,0,-.0560707
0,10202014,1,0,0,0,1,.7875909
0,10202014,1,1,0,1,0,1.026443
1,10203004,1,1,0,1,0,-.4492133
1,10203004,1,1,1,1,0,-1.586787
1,10203004,1,1,0,1,0,.9716591
1,10203004,1,1,1,1,0,-1.449336
1,10203004,1,1,0,1,0,1.136443
1,10203004,1,1,0,1,1,.9716591
0,10203005,1,1,0,1,0,.8616591
0,10203005,1,1,1,0,0,-.3850187
0,10203005,0,1,0,1,0,.4276285
0,10203005,0,1,0,1,0,.0715252
0,10203005,0,0,1,0,0,1.013759
0,10203005,1,1,0,1,0,1.026443
0,10203007,1,1,1,1,0,-.0988155
0,10203007,1,1,0,1,0,-.0403148
0,10203007,1,1,1,0,0,.6155111
0,10203007,1,1,0,0,0,.3824424
0,10203007,0,1,0,1,1,-1.194718
0,10203007,1,1,0,0,0,-.3265181
0,10203009,1,1,1,0,0,1.026443
0,10203009,0,1,1,1,0,.8034537
0,10203009,0,1,1,0,1,-.04342
0,10203009,1,1,0,0,0,-.3560077
0,10203009,1,1,0,1,1,-.5837789
0,10203009,1,1,1,0,0,-.183799
0,10203009,1,1,0,1,0,-.5792869
0,10203009,0,0,0,0,0,-.4929853
1,10203012,0,1,0,1,0,.2217854
1,10203013,1,1,0,0,0,.0269404
1,10203013,1,1,1,1,0,.0961761
1,10203013,1,0,0,0,1,.9716591
1,10203013,1,1,1,1,0,.9716591
1,10203014,1,1,0,0,0,1.093698
1,10203014,1,1,0,0,1,-1.406591
1,10203014,1,1,0,0,0,.6697001
1,10203014,1,1,1,1,0,.0961761
1,10203014,1,1,0,0,0,.3833273
1,10203014,1,1,1,0,0,.3172689
1,10203014,1,1,0,0,0,.8333663
0,10204004,0,1,0,0,0,-.5695772
0,10204004,0,1,0,0,0,.5627723
0,10204004,1,0,1,0,0,-.4483991
0,10204004,1,1,0,0,0,.0817241
0,10204004,1,1,0,0,0,-.0419984
0,10204010,1,1,1,1,0,-.0403148
0,10204010,1,1,0,0,0,.7233663
0,10204010,1,0,0,1,0,-.0403148
0,10204010,0,1,1,0,0,.8585539
1,10204011,1,1,0,1,0,-.4511024
1,10204011,1,1,0,0,0,1.136443
1,10204011,1,1,0,0,0,1.136443
1,10204011,1,1,0,0,0,.0539293
1,10204011,1,1,0,0,0,.4484377
1,10204011,1,1,0,0,1,1.136443
1,10204012,1,1,0,0,0,-1.636983
1,10204012,0,1,1,1,0,.06658
1,10204012,0,0,0,0,0,1.022068
1,10204012,0,0,0,0,0,.2217854
1,10204012,0,0,1,0,0,-.5822805
1,10204012,1,1,0,0,0,.547163
0,10301009,1,1,0,0,0,.1244689
0,10301009,1,0,1,0,0,-.1943635
0,10301009,0,1,0,0,0,.9734992
0,10301009,1,1,0,1,0,1.026443
0,10301009,1,1,0,1,0,.1087131
0,10301010,0,1,1,0,1,-.0333089
0,10301010,1,1,1,0,0,.8585539
0,10301010,1,1,1,0,0,-.6440614
0,10301010,1,1,0,1,0,-.0403148
0,10301010,1,1,0,0,0,.8616591
0,10301010,1,1,1,0,0,-.6095778
0,10301010,1,1,0,0,0,-.0295798
0,10301010,0,1,0,1,0,-1.642232
1,10301011,1,1,0,0,0,-2.024045
1,10301011,1,1,1,0,0,1.136443
1,10301011,1,1,0,0,0,-.6911283
1,10301011,0,1,0,0,0,1.123759
1,10301011,1,0,0,0,1,1.136443
1,10301011,1,1,1,1,0,1.136443
1,10301011,1,1,1,0,0,.9131585
0,10301012,0,1,1,0,0,1.013759
0,10301012,1,1,0,0,0,.2481324
0,10301012,1,1,0,0,0,-.5139502
0,10301012,1,1,1,0,0,.3679273
1,10301013,1,1,1,1,0,.1254962
1,10301013,1,1,0,1,0,1.136443
1,10301013,1,1,0,0,0,1.136443
1,10301013,0,1,0,0,1,.0263198
1,10301013,1,0,0,0,0,-.8353939
1,10301013,1,1,1,0,0,-2.159537
0,10301014,1,1,0,1,0,-.2310843
0,10301014,1,1,0,0,0,.1244689
0,10301014,1,0,0,0,0,-.2213525
0,10301014,1,0,0,1,0,-.3850187
0,10301014,1,1,1,0,0,-2.813817
0,10301014,0,1,0,0,0,-.1919525
0,10301014,1,1,0,0,0,-2.136637
0,10301014,1,0,0,0,0,-1.11776
0,10302004,0,0,0,0,0,.5627723
0,10302004,1,1,0,1,0,-.0403148
0,10302004,1,1,0,0,0,-.6136612
0,10302004,1,0,0,0,0,1.026443
0,10302004,1,1,0,0,1,-.0138239
1,10302006,1,1,0,0,0,.0534313
1,10302006,0,1,1,0,0,-.1211308
1,10302006,1,1,0,0,1,.0111845
1,10302006,1,1,0,0,0,.9716591
1,10302006,1,1,0,0,0,-.0127967
1,10302006,1,1,0,0,0,.2344689
1,10302006,1,1,0,0,0,1.120687
1,10302006,1,0,0,0,0,-2.851192
1,10302009,1,1,1,0,0,.6854559
1,10302009,1,1,1,1,0,.1917241
1,10302009,1,1,0,0,0,-.0967821
1,10302009,1,0,0,0,0,.1917241
1,10302009,0,1,1,0,1,.968554
1,10302009,1,1,0,0,0,1.093698
1,10302009,1,1,1,0,0,.0696852
0,20201006,1,1,0,1,0,-.6440614
0,20201006,1,0,0,1,0,.0165023
0,20201006,1,1,0,0,0,1.026443
0,20201006,1,1,1,0,0,.6951366
0,20201006,1,1,0,0,1,-1.269007
0,20201006,1,1,0,0,0,.3679273
1,20201008,1,1,1,0,0,1.219243
1,20201008,1,0,0,0,0,-1.284552
1,20201008,1,1,1,0,0,-.3152383
1,20201008,1,1,1,0,0,1.123759
1,20201008,1,0,0,0,0,.5206721
1,20201008,1,1,0,0,0,1.093698
1,20201008,1,1,0,0,0,-2.718655
1,20201010,1,1,0,0,0,.547163
1,20201010,1,1,0,0,0,-.1896935
1,20201010,1,1,0,0,0,.0263198
1,20201010,0,1,0,1,0,1.123759
1,20201010,0,1,0,0,0,1.123759
1,20201010,1,1,1,1,0,-.3398333
1,20202004,0,0,0,0,0,-2.799286
1,20202004,0,1,0,0,0,.0915311
1,20202004,1,1,0,1,0,.5206721
1,20202004,1,1,1,1,0,.0113728
1,20202004,1,1,1,1,0,.0961761
1,20202004,1,1,1,1,0,-.1031191
1,20202004,0,1,0,0,1,.274756
1,20202004,1,0,1,0,0,-.0545354
0,20202006,0,1,0,0,0,-2.46193
0,20202006,1,1,0,0,0,-.0988155
0,20202006,1,1,0,0,0,.5754559
0,20202006,0,1,1,1,0,-1.519696
0,20202006,1,1,0,0,0,.8616591
0,20202006,1,1,1,1,0,.9184762
1,20202009,1,1,0,0,0,1.136443
1,20202009,1,1,1,0,0,.1917241
1,20202009,1,1,0,0,0,1.028476
1,20202009,1,0,0,0,0,-.4039502
1,20202009,1,1,0,1,0,.0696852
1,20202009,1,1,0,0,0,1.136443
1,20202009,1,0,0,0,0,1.123759
1,20202009,1,1,0,1,0,-1.049956
1,20203005,1,1,0,1,0,.0111845
1,20203005,1,1,0,0,0,.9213919
1,20203005,1,1,0,0,0,.9131585
1,20203005,1,1,0,0,0,.0804202
1,20203005,0,0,0,0,0,-1.224738
1,20203005,1,1,1,0,0,-1.294876
1,20203005,1,1,0,1,0,1.136443
0,20203007,1,1,1,0,0,-1.897053
0,20203007,1,1,0,0,0,.0723133
0,20203007,1,1,0,0,0,.8616591
0,20203007,0,1,0,0,0,-2.46193
0,20203007,1,1,0,1,0,-2.428889
0,20203007,1,1,0,0,0,.0659683
1,20203008,1,1,0,0,0,-.7330526
1,20203008,1,1,0,1,0,.9716591
1,20203008,0,1,0,0,1,-.9337582
1,20203008,1,1,0,0,0,-1.82403
1,20203008,1,1,0,0,1,-.1271083
1,20203008,1,1,0,1,0,.0111845
1,20203011,0,0,0,0,0,.0696852
1,20203011,1,1,1,1,0,-.3535218
1,20203011,1,1,0,0,0,-1.440568
1,20203011,1,1,0,0,0,-1.409528
1,20203011,0,1,0,0,0,.06658
1,20203011,1,1,0,0,0,.2344689
1,20203015,0,1,0,1,0,-1.254491
1,20203015,1,1,0,0,0,.0111845
1,20203015,1,0,0,0,0,-.3398333
1,20203015,1,1,1,1,1,.2187131
1,20203015,1,1,0,0,0,.2187131
1,20203015,0,1,0,1,0,.968554
0,20203018,0,1,1,1,0,1.013759
0,20203018,1,1,1,1,0,.4674892
0,20203018,0,1,0,0,0,.5627723
0,20203018,0,1,1,1,0,-.1451109
0,20204006,0,1,0,1,0,-.0047455
0,20204006,1,1,0,0,0,-.1786077
0,20204006,1,1,0,0,1,.0817241
0,20204006,0,1,0,1,0,.1117854
0,20204006,0,1,0,0,0,-.509247
0,20204006,0,1,0,0,0,-.2862309
0,20204006,0,1,1,0,0,.5627723
0,20204006,0,1,0,0,0,-.1451109
1,20204010,1,1,0,1,0,.2344689
1,20204010,1,1,0,0,0,.5774892
1,20204010,1,1,0,1,0,.2344689
1,20204010,1,1,0,0,0,.2344689
1,20204010,1,1,0,0,0,.0113728
1,20204010,1,1,0,0,0,.0837574
0,20205007,1,1,0,1,0,-.6386941
0,20205007,0,1,0,1,0,.1117854
0,20205007,0,1,0,1,0,-.4418401
0,20205007,1,1,1,0,0,1.026443
0,20205007,1,1,0,0,0,-.0565687
0,20205007,0,1,1,0,0,-.04342
1,20206011,1,1,1,0,0,-.519417
1,20206011,1,1,0,0,0,1.136443
1,20206011,1,1,0,0,0,-.802821
1,20206011,1,0,1,1,0,-.0471278
1,20206011,1,1,0,0,0,-3.573469
1,20206011,1,1,0,0,0,-.4511024
1,20206011,1,1,0,0,0,.0111845
1,20206011,1,1,0,0,0,-.3813018
1,20207010,1,1,0,0,0,-.5879915
1,20207010,1,1,0,1,0,-.1113525
1,20207010,1,1,1,0,1,-.6054888
1,20207010,1,1,0,0,1,-.0382815
1,20207010,1,1,0,0,0,-.6137379
0,20207012,1,1,1,1,0,-.0380709
0,20207012,1,0,1,1,0,-.3684212
0,20207012,0,1,0,0,1,.8176736
0,20207012,1,1,0,0,0,.1244689
0,20207012,1,1,1,0,0,-2.481611
0,20207012,0,1,1,0,1,-.4498333
0,20207012,1,1,0,0,0,-.0836802
1,20207013,1,1,0,1,0,.0111845
1,20207013,0,1,1,0,0,.968554
1,20207013,0,1,0,0,0,-.3040069
1,20207013,0,1,0,0,0,.2069454
1,20207013,1,1,0,0,0,.0269404
0,20207016,1,1,1,1,0,.88815
0,20207016,1,1,0,0,0,1.026443
0,20207016,0,1,1,1,0,-.4625168
0,20207016,1,1,0,1,0,1.026443
0,20207016,1,0,0,1,0,-.4498333
0,20207016,1,1,0,1,0,.0817241
1,20301006,1,1,0,0,0,1.093698
1,20301006,1,1,0,0,0,-.216518
1,20301006,1,1,0,0,0,.2187131
1,20301006,1,1,0,0,0,1.136443
1,20301006,1,1,0,0,1,-.8322887
1,20301006,1,1,0,1,0,.4704049
1,20301006,1,1,0,0,0,1.120687
1,20301006,1,1,0,0,0,-.568734
1,20301007,1,1,0,0,0,.0696852
1,20301007,1,1,0,0,0,-1.493321
1,20301007,1,1,0,0,0,-.2957349
1,20301007,1,0,0,0,1,.2187131
1,20301008,1,0,0,1,0,.9716591
1,20301008,1,1,0,0,1,1.136443
1,20301008,1,1,0,1,0,.0696852
1,20301008,1,0,0,0,0,.0696852
1,20301008,1,1,0,0,0,-.9556041
1,20301008,1,1,0,0,0,.6854559
1,20301008,1,0,0,0,0,1.123759
0,20301010,0,0,1,0,0,-2.26222
0,20301010,1,0,0,0,0,.3673068
0,20301010,1,1,0,1,0,1.026443
0,20301010,0,1,0,1,0,-4.350817
0,20301010,1,1,0,0,0,-1.997068
0,20301010,0,1,0,0,0,-.6177222
1,20301011,1,1,0,1,0,.0696852
1,20301011,1,1,1,0,0,-.0370436
1,20301011,1,1,0,1,0,1.136443
1,20302004,0,1,0,0,0,-2.108603
1,20302004,0,0,0,0,0,1.123759
1,20302004,0,1,0,0,1,1.123759
1,20302004,1,1,0,0,1,.1759683
1,20302004,1,1,0,0,0,1.136443
1,20302004,1,1,0,0,0,.9716591
1,20302004,1,1,0,0,0,1.136443
1,20302004,1,1,0,0,0,-1.241807
1,20303007,0,1,0,1,0,.0696852
1,20303007,1,1,0,0,0,-.8619827
1,20303007,1,1,0,0,0,1.093698
1,20303007,1,1,0,0,0,1.136443
1,20303007,1,1,0,0,0,-1.284552
1,20303007,0,1,0,0,0,.06658
1,20303007,1,1,0,0,0,.0269404
1,20303007,1,1,0,1,0,.0351738
0,20303009,0,0,1,0,0,-.236772
0,20303009,0,1,0,0,0,.2821951
0,20303009,1,1,0,0,0,-.0138239
0,20303009,1,1,0,0,0,-.0138239
0,20303009,1,1,0,0,0,.1244689
0,20303009,0,1,0,0,0,.9734992
0,20303009,1,1,0,0,0,1.026443
0,20303009,1,1,0,0,0,.8454052
0,20303012,1,1,0,0,0,-.8902053
0,20303012,1,1,0,0,0,1.026443
0,20303012,1,1,0,0,0,-.8024567
0,20303012,1,1,0,0,0,.4535748
0,20303012,1,0,0,0,0,-.2735865
0,20303012,1,1,0,1,0,-.2067821
0,20303012,1,0,0,0,0,-.8012187
1,20401004,0,1,1,0,0,-2.869092
1,20401004,1,1,0,0,0,.3330247
1,20401004,1,1,0,0,0,.6854559
1,20401004,1,0,0,0,0,-1.257563
1,20401004,1,1,1,0,0,-.3838623
1,20401004,1,1,0,0,0,-.5183056
0,20401006,0,1,1,0,0,.1117854
0,20401006,1,0,1,0,0,-.0988155
0,20401006,0,1,1,0,0,-.4420272
0,20401006,0,1,0,0,0,-.2139345
0,20401006,1,1,1,0,0,-.2996986
0,20401006,1,1,0,0,0,.0659683
0,20401006,1,0,1,0,0,1.026443
0,20401006,1,1,1,1,0,1.026443
0,20401015,1,1,0,0,0,.0817241
0,20401015,1,1,1,0,0,.0817241
0,20401015,1,1,1,0,0,.8459033
0,20401015,0,1,1,1,0,1.013759
0,20401015,0,1,1,0,0,.9734992
0,20401015,1,1,1,0,0,-.0403148
0,20401015,1,1,1,1,0,-.0403148
0,20401015,0,1,1,0,0,.1117854
0,20401016,1,1,0,1,0,.9734992
0,20401016,1,1,1,0,0,.0659683
0,20401016,0,1,0,1,0,1.013759
0,20401016,0,1,0,1,0,.8585539
0,20401016,1,1,0,0,0,1.026443
0,20401016,0,1,0,0,0,.8585539
0,20401016,1,1,0,0,0,1.026443
0,20401016,1,1,0,0,0,1.026443
0,20401017,0,1,0,0,0,.1117854
